timestamp,video_file,break_index,start_time,end_time,unique_id,brand,advertiser,category,duration_seconds
2026-07-03T09:35:11.785000,2024-03-26_ITV1HD_13:55:00.mp4,1,13:55:15,13:55:35,TAGDDGB048020,Dove anti perspirant deodorant,Unilever uk home & p,Anti perspirant & deodorant - womens,
2026-07-03T14:15:58.207126,2024-03-26_ITV1HD_13:55:00.mp4,1,13:55:15,13:55:35,TAGDDGB048020,Dove anti perspirant deodorant,Unilever uk home & p,Anti perspirant & deodorant - womens,
2026-07-04T00:07:46.413140,2024-03-26_ITV1HD_13:55:00.mp4,1,13:55:15,13:55:35,TAGDDGB048020,Dove anti perspirant deodorant,Unilever uk home & p,Anti perspirant & deodorant - womens,
2026-07-04T08:11:52.893870,2024-03-26_ITV1HD_13:55:00.mp4,1,13:55:15,13:55:35,TAGDDGB048020,Dove anti perspirant deodorant,Unilever uk home & p,Anti perspirant & deodorant - womens,
2026-07-05T16:54:59.515712,2024-03-26_ITV1HD_13:55:00.mp4,1,13:55:15,13:55:35,TAGDDGB048020,Dove anti perspirant deodorant,Unilever uk home & p,Anti perspirant & deodorant - womens,
